#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"SnagPriv","20","151","90001408","7380992","2129920","11472",,,"0.078125",,,,,"Process","8",,,,,,"151","23008",".","0","",,,,,"11472","11472","2129920","2129920","175816","175816","2420736","2420736","9035776","9035776","111329280","111329280",,,"2129920","2129920","00:00:00.0625000","SnagPriv",,"True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0156250","90001408","90001408","False",,,,"7380992","7380992",,
"spoolsv","0","537","2199152074752","9793536","11620352","29560",,,,,,,,"Process","8",,,,,,"537","3324",".","0","",,,,,"29560","29560","11620352","11620352","247952","247952","13033472","13033472","22290432","22290432","138190848","2199161446400",,,"11620352","11620352",,"spoolsv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"128819200","2199152074752","False",,,,"9793536","9793536",,
"SppExtComObj","0","171","2199099551744","1007616","3317760","13768",,,,,,,,"Process","8",,,,,,"171","16892",".","0","",,,,,"13768","13768","3317760","3317760","148816","148816","3768320","3768320","12480512","12480512","80609280","2199103864832",,,"3317760","3317760",,"SppExtComObj",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"76296192","2199099551744","False",,,,"1007616","1007616",,
"sppsvc","0","221","2199098126336","8433664","11866112","11416",,,,,,,,"Process","8",,,,,,"221","1680",".","0","",,,,,"11416","11416","11866112","11866112","113328","113328","13553664","13553664","20262912","20262912","76976128","2199100231680",,,"11866112","11866112",,"sppsvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"74870784","2199098126336","False",,,,"8433664","8433664",,
"svchost","0","449","2199099584512","6631424","23420928","14360",,,,,,,,"Process","8",,,,,,"449","8",".","0","",,,,,"14360","14360","23420928","23420928","133104","133104","44404736","44404736","9584640","9584640","99397632","2199122653184",,,"23420928","23420928",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"76328960","2199099584512","False",,,,"6631424","6631424",,
"svchost","0","299","2199256203264","7901184","7028736","32848",,,,,,,,"Process","8",,,,,,"299","556",".","0","",,,,,"32848","32848","7028736","7028736","152432","152432","76144640","76144640","80044032","80044032","474202112","2199497457664",,,"7028736","7028736",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"232947712","2199256203264","False",,,,"7901184","7901184",,
"svchost","0","1431","2199131602944","13012992","11714560","21808",,,,,,,,"Process","8",,,,,,"1431","568",".","0","",,,,,"21808","21808","11714560","11714560","298296","298296","12910592","12910592","17268736","17268736","150441984","2199173697536",,,"11714560","11714560",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"108347392","2199131602944","False",,,,"13012992","13012992",,
"svchost","0","71","2199047852032","999424","1269760","5296",,,,,,,,"Process","8",,,,,,"71","968",".","0","",,,,,"5296","5296","1269760","1269760","41376","41376","1335296","1335296","4358144","4358144","25714688","2199048970240",,,"1269760","1269760",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"24596480","2199047852032","False",,,,"999424","999424",,
"svchost","0","2048","2199160741888","21430272","20070400","28760",,,,,,,,"Process","8",,,,,,"2048","988",".","0","",,,,,"28760","28760","20070400","20070400","1292432","1292432","30617600","30617600","32178176","32178176","257818624","2199281074176",,,"20070400","20070400",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"137486336","2199160741888","False",,,,"21430272","21430272",,
"svchost","0","150","2199072075776","3547136","2244608","9984",,,,,,,,"Process","8",,,,,,"150","1172",".","0","",,,,,"9984","9984","2244608","2244608","88496","88496","2826240","2826240","9297920","9297920","54116352","2199077371904",,,"2244608","2244608",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"48820224","2199072075776","False",,,,"3547136","3547136",,
"svchost","0","484","2199135678464","5283840","5033984","21248",,,,,,,,"Process","8",,,,,,"484","1180",".","0","",,,,,"21248","21248","5033984","5033984","207624","207624","5513216","5513216","13533184","13533184","118714368","2199141969920",,,"5033984","5033984",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"112422912","2199135678464","False",,,,"5283840","5283840",,
"svchost","0","263","2199065202688","1953792","1654784","7872",,,,,,,,"Process","8",,,,,,"263","1240",".","0","",,,,,"7872","7872","1654784","1654784","83904","83904","1773568","1773568","6406144","6406144","44113920","2199067369472",,,"1654784","1654784",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"41947136","2199065202688","False",,,,"1953792","1953792",,
"svchost","20","329","2199175282688","25407488","6082560","18736","c:\windows\system32\svchost.exe","Microsoft Corporation","2.65625","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4552","Microsoft.Win32.SafeHandles.SafeProcessHandle","329","1288",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18736","18736","6082560","6082560","295344","295344","6803456","6803456","26816512","26816512","162013184","2199185268736","True","Normal","6082560","6082560","00:00:00.8437500","svchost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.6562500","00:00:01.8125000","152027136","2199175282688","False",,,,"25407488","25407488",,
"svchost","0","176","2199072329728","4210688","2555904","11768",,,,,,,,"Process","8",,,,,,"176","1292",".","0","",,,,,"11768","11768","2555904","2555904","96608","96608","2867200","2867200","10174464","10174464","54841344","2199078096896",,,"2555904","2555904",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"49074176","2199072329728","False",,,,"4210688","4210688",,
"svchost","0","144","2199073980416","5042176","2973696","9376",,,,,,,,"Process","8",,,,,,"144","1352",".","0","",,,,,"9376","9376","2973696","2973696","225704","225704","3239936","3239936","11464704","11464704","54464512","2199077720064",,,"2973696","2973696",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"50724864","2199073980416","False",,,,"5042176","5042176",,
"svchost","0","169","2199069667328","3350528","6742016","37024",,,,,,,,"Process","8",,,,,,"169","1360",".","0","",,,,,"37024","37024","6742016","6742016","68400","68400","7106560","7106560","9744384","9744384","49557504","2199072813056",,,"6742016","6742016",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"46411776","2199069667328","False",,,,"3350528","3350528",,
"svchost","0","175","2199064961024","3334144","1982464","11480",,,,,,,,"Process","8",,,,,,"175","1368",".","0","",,,,,"11480","11480","1982464","1982464","76624","76624","2166784","2166784","7385088","7385088","45969408","2199069224960",,,"1982464","1982464",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"41705472","2199064961024","False",,,,"3334144","3334144",,
"svchost","0","396","2199119728640","10608640","10027008","19080",,,,,,,,"Process","8",,,,,,"396","1384",".","0","",,,,,"19080","19080","10027008","10027008","552336","552336","11124736","11124736","16297984","16297984","117407744","2199140663296",,,"10027008","10027008",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"96473088","2199119728640","False",,,,"10608640","10608640",,
"svchost","0","226","2199106301952","5095424","3035136","12776",,,,,,,,"Process","8",,,,,,"226","1460",".","0","",,,,,"12776","12776","3035136","3035136","167904","167904","3342336","3342336","11182080","11182080","89407488","2199112663040",,,"3035136","3035136",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"83046400","2199106301952","False",,,,"5095424","5095424",,
"svchost","0","190","2199068114944","3366912","2600960","10080",,,,,,,,"Process","8",,,,,,"190","1476",".","0","",,,,,"10080","10080","2600960","2600960","89376","89376","3203072","3203072","7995392","7995392","50102272","2199073357824",,,"2600960","2600960",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"44859392","2199068114944","False",,,,"3366912","3366912",,
"svchost","0","160","2199072186368","4579328","2539520","9296",,,,,,,,"Process","8",,,,,,"160","1484",".","0","",,,,,"9296","9296","2539520","2539520","84520","84520","2891776","2891776","8474624","8474624","55291904","2199078547456",,,"2539520","2539520",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"48930816","2199072186368","False",,,,"4579328","4579328",,
"svchost","0","230","2199082082304","4485120","3817472","14384",,,,,,,,"Process","8",,,,,,"230","1576",".","0","",,,,,"14384","14384","3817472","3817472","99680","99680","4788224","4788224","8679424","8679424","65118208","2199088373760",,,"3817472","3817472",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"58826752","2199082082304","False",,,,"4485120","4485120",,
"svchost","0","163","2199073128448","5054464","2293760","12648",,,,,,,,"Process","8",,,,,,"163","1640",".","0","",,,,,"12648","12648","2293760","2293760","89856","89856","2809856","2809856","8933376","8933376","56250368","2199079505920",,,"2293760","2293760",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"49872896","2199073128448","False",,,,"5054464","5054464",,
"svchost","0","1172","2199068426240","6107136","2715648","9648",,,,,,,,"Process","8",,,,,,"1172","1672",".","0","",,,,,"9648","9648","2715648","2715648","108776","108776","3092480","3092480","8642560","8642560","52899840","2199076155392",,,"2715648","2715648",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"45170688","2199068426240","False",,,,"6107136","6107136",,
"svchost","0","483","2199131570176","9707520","11493376","35840",,,,,,,,"Process","8",,,,,,"483","1784",".","0","",,,,,"35840","35840","11493376","11493376","157840","157840","21286912","21286912","25178112","25178112","225853440","2199249108992",,,"11493376","11493376",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"108314624","2199131570176","False",,,,"9707520","9707520",,
"svchost","0","499","2199095771136","11632640","17149952","16792",,,,,,,,"Process","8",,,,,,"499","1960",".","0","",,,,,"16792","16792","17149952","17149952","99424","99424","23003136","23003136","23805952","23805952","119345152","2199142600704",,,"17149952","17149952",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"72515584","2199095771136","False",,,,"11632640","11632640",,
"svchost","0","151","2199081730048","9756672","5214208","9920",,,,,,,,"Process","8",,,,,,"151","1984",".","0","",,,,,"9920","9920","5214208","5214208","84024","84024","10625024","10625024","15339520","15339520","61677568","2199084933120",,,"5214208","5214208",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"58474496","2199081730048","False",,,,"9756672","9756672",,
"svchost","0","140","2199071547392","2428928","1990656","9640",,,,,,,,"Process","8",,,,,,"140","1996",".","0","",,,,,"9640","9640","1990656","1990656","88328","88328","2158592","2158592","7712768","7712768","50458624","2199073714176",,,"1990656","1990656",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"48291840","2199071547392","False",,,,"2428928","2428928",,
"svchost","0","200","2199074508800","3485696","2154496","9576",,,,,,,,"Process","8",,,,,,"200","2080",".","0","",,,,,"9576","9576","2154496","2154496","90632","90632","2297856","2297856","7782400","7782400","54468608","2199077724160",,,"2154496","2154496",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"51253248","2199074508800","False",,,,"3485696","3485696",,
"svchost","0","187","2199071191040","2789376","2334720","10112",,,,,,,,"Process","8",,,,,,"187","2092",".","0","",,,,,"10112","10112","2334720","2334720","88504","88504","2625536","2625536","8470528","8470528","53698560","2199076954112",,,"2334720","2334720",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"47935488","2199071191040","False",,,,"2789376","2789376",,
"svchost","0","160","2199117389824","4218880","2584576","11680",,,,,,,,"Process","8",,,,,,"160","2104",".","0","",,,,,"11680","11680","2584576","2584576","165624","165624","11915264","11915264","23543808","23543808","355192832","2199378448384",,,"2584576","2584576",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"94134272","2199117389824","False",,,,"4218880","4218880",,
"svchost","0","527","2199083274240","5857280","4526080","12264",,,,,,,,"Process","8",,,,,,"527","2148",".","0","",,,,,"12264","12264","4526080","4526080","129112","129112","5099520","5099520","10268672","10268672","66850816","2199090106368",,,"4526080","4526080",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"60018688","2199083274240","False",,,,"5857280","5857280",,
"svchost","0","193","2199076388864","3530752","2646016","12304",,,,,,,,"Process","8",,,,,,"193","2212",".","0","",,,,,"12304","12304","2646016","2646016","104688","104688","2945024","2945024","9498624","9498624","56348672","2199079604224",,,"2646016","2646016",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"53133312","2199076388864","False",,,,"3530752","3530752",,
"svchost","0","357","2199088513024","7303168","4128768","13032",,,,,,,,"Process","8",,,,,,"357","2288",".","0","",,,,,"13032","13032","4128768","4128768","123400","123400","4235264","4235264","12521472","12521472","69976064","2199093231616",,,"4128768","4128768",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65257472","2199088513024","False",,,,"7303168","7303168",,
"svchost","0","1879","2199297277952","26816512","26734592","41296",,,,,,,,"Process","8",,,,,,"1879","2320",".","0","",,,,,"41296","41296","26734592","26734592","171360","171360","109314048","109314048","115871744","115871744","317554688","2199340810240",,,"26734592","26734592",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"274022400","2199297277952","False",,,,"26816512","26816512",,
"svchost","0","138","2199062163456","1019904","1708032","7944",,,,,,,,"Process","8",,,,,,"138","2348",".","0","",,,,,"7944","7944","1708032","1708032","69680","69680","1949696","1949696","6656000","6656000","42123264","2199065378816",,,"1708032","1708032",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"38907904","2199062163456","False",,,,"1019904","1019904",,
"svchost","0","230","2199108661248","3149824","2789376","15968",,,,,,,,"Process","8",,,,,,"230","2388",".","0","",,,,,"15968","15968","2789376","2789376","162744","162744","2977792","2977792","10649600","10649600","87572480","2199110828032",,,"2789376","2789376",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"85405696","2199108661248","False",,,,"3149824","3149824",,
"svchost","0","432","2199083966464","6250496","3710976","18936",,,,,,,,"Process","8",,,,,,"432","2440",".","0","",,,,,"18936","18936","3710976","3710976","133664","133664","4886528","4886528","13434880","13434880","76550144","2199099805696",,,"3710976","3710976",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"60710912","2199083966464","False",,,,"6250496","6250496",,
"svchost","0","117","2199062765568","2195456","1908736","11384",,,,,,,,"Process","8",,,,,,"117","2560",".","0","",,,,,"11384","11384","1908736","1908736","73456","73456","2199552","2199552","6832128","6832128","42131456","2199065387008",,,"1908736","1908736",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"39510016","2199062765568","False",,,,"2195456","2195456",,
"svchost","0","394","2199093731328","5566464","4132864","19024",,,,,,,,"Process","8",,,,,,"394","2576",".","0","",,,,,"19024","19024","4132864","4132864","141328","141328","4440064","4440064","13000704","13000704","74371072","2199097626624",,,"4132864","4132864",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"70475776","2199093731328","False",,,,"5566464","5566464",,
"svchost","0","366","2199085203456","8093696","5623808","18880",,,,,,,,"Process","8",,,,,,"366","2912",".","0","",,,,,"18880","18880","5623808","5623808","116512","116512","9392128","9392128","12996608","12996608","78229504","2199101485056",,,"5623808","5623808",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"61947904","2199085203456","False",,,,"8093696","8093696",,
"svchost","0","505","2199146885120","8605696","7266304","23408",,,,,,,,"Process","8",,,,,,"505","2992",".","0","",,,,,"23408","23408","7266304","7266304","224584","224584","10788864","10788864","19877888","19877888","135725056","2199158980608",,,"7266304","7266304",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"123629568","2199146885120","False",,,,"8605696","8605696",,
"svchost","0","93","2199060647936","1196032","1536000","7608",,,,,,,,"Process","8",,,,,,"93","3056",".","0","",,,,,"7608","7608","1536000","1536000","68816","68816","1798144","1798144","6397952","6397952","41062400","2199064317952",,,"1536000","1536000",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"37392384","2199060647936","False",,,,"1196032","1196032",,
"svchost","0","775","2199114031104","7200768","3424256","16248",,,,,,,,"Process","8",,,,,,"775","3224",".","0","",,,,,"16248","16248","3424256","3424256","193976","193976","3977216","3977216","13901824","13901824","95039488","2199118295040",,,"3424256","3424256",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"90775552","2199114031104","False",,,,"7200768","7200768",,
"svchost","0","276","2199124951040","6017024","4608000","15984",,,,,,,,"Process","8",,,,,,"276","3420",".","0","",,,,,"15984","15984","4608000","4608000","183928","183928","4939776","4939776","13647872","13647872","105291776","2199128547328",,,"4608000","4608000",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"101695488","2199124951040","False",,,,"6017024","6017024",,
"svchost","0","188","2199080771584","3817472","2433024","11408",,,,,,,,"Process","8",,,,,,"188","3452",".","0","",,,,,"11408","11408","2433024","2433024","107688","107688","2781184","2781184","10498048","10498048","63283200","2199086538752",,,"2433024","2433024",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"57516032","2199080771584","False",,,,"3817472","3817472",,
"svchost","0","214","2199070437376","2654208","2859008","13392",,,,,,,,"Process","8",,,,,,"214","3920",".","0","",,,,,"13392","13392","2859008","2859008","86720","86720","3014656","3014656","8482816","8482816","50327552","2199073583104",,,"2859008","2859008",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"47181824","2199070437376","False",,,,"2654208","2654208",,
"svchost","0","140","2199055360000","3158016","2019328","12568",,,,,,,,"Process","8",,,,,,"140","3936",".","0","",,,,,"12568","12568","2019328","2019328","57816","57816","2228224","2228224","7467008","7467008","35192832","2199058448384",,,"2019328","2019328",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"32104448","2199055360000","False",,,,"3158016","3158016",,
"svchost","0","204","2199076093952","3944448","2818048","15824",,,,,,,,"Process","8",,,,,,"204","3952",".","0","",,,,,"15824","15824","2818048","2818048","98240","98240","3252224","3252224","10121216","10121216","59699200","2199082954752",,,"2818048","2818048",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"52838400","2199076093952","False",,,,"3944448","3944448",,
"svchost","0","177","2199072276480","4149248","2424832","11432",,,,,,,,"Process","8",,,,,,"177","3996",".","0","",,,,,"11432","11432","2424832","2424832","96824","96824","3321856","3321856","8896512","8896512","63700992","2199086956544",,,"2424832","2424832",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"49020928","2199072276480","False",,,,"4149248","4149248",,
"svchost","0","181","2199074791424","4284416","2547712","11320",,,,,,,,"Process","8",,,,,,"181","4036",".","0","",,,,,"11320","11320","2547712","2547712","91600","91600","2887680","2887680","9261056","9261056","57450496","2199080706048",,,"2547712","2547712",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"51535872","2199074791424","False",,,,"4284416","4284416",,
"svchost","0","121","2199069691904","2412544","1957888","12544",,,,,,,,"Process","8",,,,,,"121","4040",".","0","",,,,,"12544","12544","1957888","1957888","83584","83584","2101248","2101248","7303168","7303168","48603136","2199071858688",,,"1957888","1957888",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"46436352","2199069691904","False",,,,"2412544","2412544",,
"svchost","0","491","2199169024000","16056320","12062720","24248",,,,,,,,"Process","8",,,,,,"491","4164",".","0","",,,,,"24248","24248","12062720","12062720","266560","266560","16220160","16220160","25645056","25645056","153493504","2199176749056",,,"12062720","12062720",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"145768448","2199169024000","False",,,,"16056320","16056320",,
"svchost","0","328","2199188955136","29810688","31694848","27160",,,,,,,,"Process","8",,,,,,"328","4188",".","0","",,,,,"27160","27160","31694848","31694848","130712","130712","198250496","198250496","178315264","178315264","458760192","2199482015744",,,"31694848","31694848",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"165699584","2199188955136","False",,,,"29810688","29810688",,
"svchost","0","346","2199080263680","6352896","6737920","11896",,,,,,,,"Process","8",,,,,,"346","4388",".","0","",,,,,"11896","11896","6737920","6737920","95584","95584","12574720","12574720","38621184","38621184","172093440","2199195348992",,,"6737920","6737920",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"57008128","2199080263680","False",,,,"6352896","6352896",,
